기업명,종목코드,corp_code,연도,기업상태,selected_fs_div,has_data,raw_row_count,status_values,status_conflict,missing_feature_count,all_feature_null,too_many_missing_features,event_year_Y,event_date,event_source,y_minus_1_excluded,is_positive_candidate,is_excluded_y_minus_1,is_excluded_event_or_after,target_future_delist,include_for_training,exclude_reason,source_file
코썬바이오,204990,00874195,2019,상폐기업,CFS,True,1,상폐기업,False,1,False,False,2020,2020-08-11,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\코썬바이오\2019\204990__코썬바이오__2019__11011.json
케미메디,205290,01086812,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-05-13,폐지사유: 외부감사인의 감사의견 의견거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케미메디\2019\205290__케미메디__2019__11011.json
골든브릿지제2호스팩,206660,01046179,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-10-20,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\골든브릿지제2호스팩\2016\206660__골든브릿지제2호스팩__2016__11011.json
디와이엘엔제이,207230,00959265,2015,상폐기업,,False,1,상폐기업,False,30,True,True,2016,2016-07-26,폐지사유: 지정자문인 선임계약의 해지한 날의 다음날부터 30일이내(2016.07.12限) 지정자문인 선임계약 미체결,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\디와이엘엔제이\2015\207230__디와이엘엔제이__2015__11011.json
엔에이치SL스팩,207720,01047567,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-10-16,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엔에이치SL스팩\2016\207720__엔에이치SL스팩__2016__11011.json
SK1호스팩,207930,01047929,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-11-06,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\SK1호스팩\2016\207930__SK1호스팩__2016__11011.json
하나머스트3호스팩,208870,01047716,2016,상폐기업,OFS,True,1,상폐기업,False,14,False,True,2017,2017-07-31,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하나머스트3호스팩\2016\208870__하나머스트3호스팩__2016__11011.json
에스엘에너지,214310,00957568,2023,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2024,2024-12-23,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에스엘에너지\2023\214310__에스엘에너지__2023__11011.json
비엔디생활건강,215050,01055317,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-04-21,폐지사유: 감사의견 의견거절(감사범위제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\비엔디생활건강\2022\215050__비엔디생활건강__2022__11011.json
대우스팩3호,215580,01064315,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-12-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\대우스팩3호\2016\215580__대우스팩3호__2016__11011.json
미래에셋제3호스팩,215750,01065536,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-01-04,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\미래에셋제3호스팩\2017\215750__미래에셋제3호스팩__2017__11011.json
엔에이치스팩7호,217810,01072660,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-01-19,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엔에이치스팩7호\2017\217810__엔에이치스팩7호__2017__11011.json
키움스팩3호,218710,01075047,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-02-14,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\키움스팩3호\2017\218710__키움스팩3호__2017__11011.json
골든브릿지제3호스팩,219580,01080410,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-02-07,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\골든브릿지제3호스팩\2017\219580__골든브릿지제3호스팩__2017__11011.json
한화에이스스팩2호,219860,01087079,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-03-02,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한화에이스스팩2호\2017\219860__한화에이스스팩2호__2017__11011.json
유안타제2호스팩,219960,01089387,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-02-23,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\유안타제2호스팩\2017\219960__유안타제2호스팩__2017__11011.json
드림티엔터테인먼트,220110,01066030,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-04-10,폐지사유: 사업보고서 법정제출기한('20.3.30限)내 미제출,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\드림티엔터테인먼트\2019\220110__드림티엔터테인먼트__2019__11011.json
유진스팩3호,221200,01089828,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-04-17,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\유진스팩3호\2017\221200__유진스팩3호__2017__11011.json
자안바이오,221610,00493431,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-01-05,폐지사유: 발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\자안바이오\2021\221610__자안바이오__2021__11011.json
주노콜렉션,221670,01076550,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-07-16,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2019.7.2 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\주노콜렉션\2018\221670__주노콜렉션__2018__11011.json
케이비드림3호스팩,221950,01089961,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-03-30,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이비드림3호스팩\2017\221950__케이비드림3호스팩__2017__11011.json
케이비제8호스팩,222390,01090301,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-03-13,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이비제8호스팩\2017\222390__케이비제8호스팩__2017__11011.json
교보5호스팩,223040,01091391,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-03-30,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\교보5호스팩\2017\223040__교보5호스팩__2017__11011.json
SGA클라우드서비스,224880,01137897,2020,상폐기업,OFS,True,1,상폐기업,False,4,False,False,2021,2021-05-06,폐지사유: 분산요건 미달,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\SGA클라우드서비스\2020\224880__SGA클라우드서비스__2020__11011.json
이베스트스팩3호,225440,01094565,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-05-28,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이베스트스팩3호\2017\225440__이베스트스팩3호__2017__11011.json
미애부,225850,00866594,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-04-27,폐지사유: 감사의견 의견거절(감사범위제한 및 계속기업 존속불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\미애부\2021\225850__미애부__2021__11011.json
엠앤씨생명과학,225860,01116274,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-04-27,폐지사유: 감사의견 의견거절(감사범위제한 및 계속기업 존속불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엠앤씨생명과학\2021\225860__엠앤씨생명과학__2021__11011.json
아이엠텍,226350,00809517,2020,상폐기업,OFS,True,1,상폐기업,False,1,False,False,2021,2021-06-11,폐지사유: 감사의견 거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\아이엠텍\2020\226350__아이엠텍__2020__11011.json
키움스팩4호,226850,01102800,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-06-05,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\키움스팩4호\2017\226850__키움스팩4호__2017__11011.json
동부제4호스팩,230490,01109186,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-07-26,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\동부제4호스팩\2017\230490__동부제4호스팩__2017__11011.json
케이비제9호스팩,232270,01111020,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-10-12,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이비제9호스팩\2017\232270__케이비제9호스팩__2017__11011.json
SK3호스팩,232330,01111570,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-08-30,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\SK3호스팩\2018\232330__SK3호스팩__2018__11011.json
아스팩오일,232360,00318538,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-07-25,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2017.07.11限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\아스팩오일\2016\232360__아스팩오일__2016__11011.json
하이에이아이1호스팩,235010,01117103,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-10-12,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하이에이아이1호스팩\2017\235010__하이에이아이1호스팩__2017__11011.json
태경피엔에스,235090,01095892,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-05-09,폐지사유: 감사의견 거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\태경피엔에스\2017\235090__태경피엔에스__2017__11011.json
인터코스,240340,01117592,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-05-17,폐지사유: 외부감사인의 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\인터코스\2021\240340__인터코스__2021__11011.json
한국4호스팩,240540,01130937,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-01-29,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한국4호스팩\2018\240540__한국4호스팩__2018__11011.json
이에스산업,241510,01119387,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-01-26,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2021.1.13 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이에스산업\2020\241510__이에스산업__2020__11011.json
피엔아이컴퍼니,242350,00990563,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-09-18,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.9.4 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\피엔아이컴퍼니\2022\242350__피엔아이컴퍼니__2022__11011.json
영현무역,242850,01113781,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-05-22,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2019.5.8 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\영현무역\2018\242850__영현무역__2018__11011.json
시냅스엠,246830,01115257,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-05-14,폐지사유: 감사의견 거절(계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\시냅스엠\2017\246830__시냅스엠__2017__11011.json
젬,248020,01169498,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-04-05,폐지사유: 외부감사인의 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\젬\2023\248020__젬__2023__11011.json
제이에스피브이,250300,01018954,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-03-04,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2019.2.1 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\제이에스피브이\2018\250300__제이에스피브이__2018__11011.json
에스와이제이,251540,01117495,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-09-07,폐지사유: 감사의견 거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에스와이제이\2017\251540__에스와이제이__2017__11011.json
유쎌,252370,01063963,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-02-27,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\유쎌\2019\252370__유쎌__2019__11011.json
에스엠로보틱스,252940,01111765,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-04-25,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에스엠로보틱스\2017\252940__에스엠로보틱스__2017__11011.json
신한제3호스팩,257730,01179839,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-10-01,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\신한제3호스팩\2018\257730__신한제3호스팩__2018__11011.json
셀젠텍,258250,01117918,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-08-30,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2024.8.16 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\셀젠텍\2023\258250__셀젠텍__2023__11011.json
캐로스,260490,01018167,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-11-29,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2017.11.15限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\캐로스\2016\260490__캐로스__2016__11011.json
대신밸런스제4호스팩,262830,01194759,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-10-10,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\대신밸런스제4호스팩\2018\262830__대신밸런스제4호스팩__2018__11011.json
어스앤에어로스페이스,263540,00971090,2023,상폐기업,OFS,True,1,상폐기업,False,4,False,False,2024,2024-11-06,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\어스앤에어로스페이스\2023\263540__어스앤에어로스페이스__2023__11011.json
한화에이스스팩3호,264290,01197428,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-12-06,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한화에이스스팩3호\2018\264290__한화에이스스팩3호__2018__11011.json
미래에셋대우스팩1호,265480,01199985,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-01-03,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\미래에셋대우스팩1호\2019\265480__미래에셋대우스팩1호__2019__11011.json
한화수성스팩,265920,01201581,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-01-15,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정후 1개월 이내 동사유를 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한화수성스팩\2019\265920__한화수성스팩__2019__11011.json
명진홀딩스,267060,01190513,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-04-18,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.4.4 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\명진홀딩스\2022\267060__명진홀딩스__2022__11011.json
앙츠,267810,01187865,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-04-04,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.3.21 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\앙츠\2022\267810__앙츠__2022__11011.json
이십일스토어,270020,01183407,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-04-14,폐지사유: 사업보고서 법정제출기한('22.3.31限) 내 미제출,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이십일스토어\2021\270020__이십일스토어__2021__11011.json
한국제5호스팩,271740,01234525,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-03-03,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한국제5호스팩\2019\271740__한국제5호스팩__2019__11011.json
다이오진,271850,01163050,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-04-12,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2023.3.29 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\다이오진\2022\271850__다이오진__2022__11011.json
IBKS제7호스팩,276920,01243550,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-06-18,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\IBKS제7호스팩\2019\276920__IBKS제7호스팩__2019__11011.json
신한제4호스팩,277480,01243772,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-08-20,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\신한제4호스팩\2019\277480__신한제4호스팩__2019__11011.json
한화에이스스팩4호,279410,01247918,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-07-03,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한화에이스스팩4호\2019\279410__한화에이스스팩4호__2019__11011.json
바이오시네틱스,281310,01186671,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-06-12,폐지사유: 외부감사인의 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\바이오시네틱스\2022\281310__바이오시네틱스__2022__11011.json
한국제6호스팩,281410,01257526,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-07-27,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한국제6호스팩\2019\281410__한국제6호스팩__2019__11011.json
동아타이어,282690,01262458,2023,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2024,2024-10-08,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\동아타이어\2023\282690__동아타이어__2023__11011.json
라이프사이언스테크놀로지,285770,01187175,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-06-12,폐지사유: 외부감사인의 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\라이프사이언스테크놀로지\2022\285770__라이프사이언스테크놀로지__2022__11011.json
씨엔티드림,286000,01114559,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-10-07,폐지사유: 외부감사인의 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\씨엔티드림\2023\286000__씨엔티드림__2023__11011.json
한국제7호스팩,291210,01277928,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-01-15,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한국제7호스팩\2020\291210__한국제7호스팩__2020__11011.json
에스엠비나,299670,01203507,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-08-16,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2024.8.1 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에스엠비나\2023\299670__에스엠비나__2023__11011.json
SK4호스팩,307070,01336285,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-07-13,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\SK4호스팩\2020\307070__SK4호스팩__2020__11011.json
하나머스트제6호스팩,307160,01326260,2020,상폐기업,OFS,True,1,상폐기업,False,11,False,False,2021,2021-07-08,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하나머스트제6호스팩\2020\307160__하나머스트제6호스팩__2020__11011.json
티티씨디펜스,309900,01350638,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-06-16,폐지사유: 외부감사인의 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\티티씨디펜스\2021\309900__티티씨디펜스__2021__11011.json
엔에이치스팩13호,310840,01336391,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-09-23,폐지사유: 상장예비심사청구서 미제출,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엔에이치스팩13호\2020\310840__엔에이치스팩13호__2020__11011.json
키움제5호스팩,311270,01337220,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-08-02,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\키움제5호스팩\2020\311270__키움제5호스팩__2020__11011.json
대원모방,311840,01195828,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-02-27,폐지사유: 지정자문인 선임계약 해지 후 30일 이내 미체결(2020.2.13 限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\대원모방\2019\311840__대원모방__2019__11011.json
유안타제4호스팩,313750,01343920,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-12-07,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\유안타제4호스팩\2020\313750__유안타제4호스팩__2020__11011.json
