기업명,종목코드,corp_code,연도,기업상태,selected_fs_div,has_data,raw_row_count,status_values,status_conflict,missing_feature_count,all_feature_null,too_many_missing_features,event_year_Y,event_date,event_source,y_minus_1_excluded,is_positive_candidate,is_excluded_y_minus_1,is_excluded_event_or_after,target_future_delist,include_for_training,exclude_reason,source_file
엠제이비,074150,00418476,2015,상폐기업,OFS,True,1,상폐기업,False,2,False,False,2016,2016-09-05,폐지사유: 감사의견거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엠제이비\2015\074150__엠제이비__2015__11011.json
지나인제약,078650,00477257,2022,상폐기업,CFS,True,1,상폐기업,False,6,False,False,2023,2023-07-21,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업가정 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\지나인제약\2022\078650__지나인제약__2022__11011.json
아이디에스,078780,00446460,2015,상폐기업,,False,1,상폐기업,False,30,True,True,2016,2016-04-28,폐지사유: '14사업연도 자본잠식률 50%이상 사유로 관리종목 지정 후 '15사업연도 반기 감사의견 거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\아이디에스\2015\078780__아이디에스__2015__11011.json
사조해표,079660,00503899,2018,상폐기업,CFS,True,1,상폐기업,False,2,False,False,2019,2019-06-26,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\사조해표\2018\079660__사조해표__2018__11011.json
에스제이케이,080440,00366793,2020,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2021,2021-09-13,폐지사유: 해산사유 발생(파산선고),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에스제이케이\2020\080440__에스제이케이__2020__11011.json
넥스지,081970,00584362,2017,상폐기업,CFS,True,1,상폐기업,False,2,False,False,2018,2018-10-11,폐지사유: 감사의견거절(감사범위제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\넥스지\2017\081970__넥스지__2017__11011.json
피엘에이,082390,00496003,2015,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2016,2016-07-25,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\피엘에이\2015\082390__피엘에이__2015__11011.json
제이앤유글로벌,086200,00413824,2015,상폐기업,CFS,True,1,상폐기업,False,2,False,False,2016,2016-05-09,폐지사유: 감사의견거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\제이앤유글로벌\2015\086200__제이앤유글로벌__2015__11011.json
화신테크,086250,00166333,2020,상폐기업,CFS,True,1,상폐기업,False,8,False,False,2021,2021-08-31,폐지사유: 감사의견 거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\화신테크\2020\086250__화신테크__2020__11011.json
신양오라컴,086830,00317830,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-05-08,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\신양오라컴\2016\086830__신양오라컴__2016__11011.json
스틸플라워,087220,00454265,2017,상폐기업,CFS,True,1,상폐기업,False,0,False,False,2018,2018-05-08,폐지사유: 감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\스틸플라워\2017\087220__스틸플라워__2017__11011.json
이엠네트웍스,087730,00496225,2020,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2021,2021-10-08,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이엠네트웍스\2020\087730__이엠네트웍스__2020__11011.json
에이티세미콘,089530,00458562,2023,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2024,2024-09-06,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에이티세미콘\2023\089530__에이티세미콘__2023__11011.json
연이비앤티,090740,00495554,2021,상폐기업,CFS,True,1,상폐기업,False,0,False,False,2022,2022-10-17,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\연이비앤티\2021\090740__연이비앤티__2021__11011.json
코리아01호,090970,00580603,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-04-25,폐지사유: 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\코리아01호\2016\090970__코리아01호__2016__11011.json
코리아02호,090980,00580612,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-04-25,폐지사유: 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\코리아02호\2016\090980__코리아02호__2016__11011.json
코리아03호,090990,00580621,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-04-25,폐지사유: 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\코리아03호\2016\090990__코리아03호__2016__11011.json
코리아04호,091000,00580630,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-04-25,폐지사유: 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\코리아04호\2016\091000__코리아04호__2016__11011.json
유디피,091270,00612115,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-04-18,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2018.04.04限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\유디피\2017\091270__유디피__2017__11011.json
이엘케이,094190,00379016,2019,상폐기업,CFS,True,1,상폐기업,False,1,False,False,2020,2020-05-22,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이엘케이\2019\094190__이엘케이__2019__11011.json
엔에스브이,095300,00447478,2016,상폐기업,OFS,True,1,상폐기업,False,4,False,False,2017,2017-09-12,"폐지사유: 감사의견 거절(내부회계관리제도상의 취약점, 계속기업가정의 불확실성 및 재고자산 관련 감사범위 제한)",True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엔에스브이\2016\095300__엔에스브이__2016__11011.json
베트남개발1,096300,00626710,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-02-02,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\베트남개발1\2022\096300__베트남개발1__2022__11011.json
멜파스,096640,00609315,2022,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2023,2023-07-17,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\멜파스\2022\096640__멜파스__2022__11011.json
신텍,099660,00599887,2017,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2018,2018-07-09,폐지사유: 발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\신텍\2017\099660__신텍__2017__11011.json
씨그널엔터테인먼트그룹,099830,00232496,2017,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2018,2018-05-04,폐지사유: 감사의견거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\씨그널엔터테인먼트그룹\2017\099830__씨그널엔터테인먼트그룹__2017__11011.json
SBS미디어홀딩스,101060,00650629,2021,상폐기업,,False,1,상폐기업,False,30,True,True,2022,2022-01-18,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\SBS미디어홀딩스\2021\101060__SBS미디어홀딩스__2021__11011.json
에이치디,102210,00299358,2020,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2021,2021-04-19,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에이치디\2020\102210__에이치디__2020__11011.json
웅진에너지,103130,00609485,2019,상폐기업,OFS,True,1,상폐기업,False,2,False,False,2020,2020-06-01,폐지사유: 감사의견 의견거절 2년 계속,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\웅진에너지\2019\103130__웅진에너지__2019__11011.json
에이치앤아이,103650,00678281,2015,상폐기업,,False,1,상폐기업,False,30,True,True,2016,2016-07-14,폐지사유: 최종부도 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에이치앤아이\2015\103650__에이치앤아이__2015__11011.json
신성이엔지,104110,00686068,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-01-02,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\신성이엔지\2016\104110__신성이엔지__2016__11011.json
신성에프에이,104120,00686147,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-01-02,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\신성에프에이\2016\104120__신성에프에이__2016__11011.json
넥솔론,110570,00636045,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-04-17,폐지사유: 자본전액잠식,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\넥솔론\2016\110570__넥솔론__2016__11011.json
세신버팔로,110660,00555740,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-10-11,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2018.9.20限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\세신버팔로\2017\110660__세신버팔로__2017__11011.json
승화프리텍,111610,00609254,2015,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2016,2016-01-25,"폐지사유: 기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\승화프리텍\2015\111610__승화프리텍__2015__11011.json
지유온,111820,00689418,2020,상폐기업,OFS,True,1,상폐기업,False,4,False,False,2021,2021-09-30,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\지유온\2020\111820__지유온__2020__11011.json
에스에프씨,112240,00450339,2019,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2020,2020-06-30,폐지사유: 감사의견 거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에스에프씨\2019\112240__에스에프씨__2019__11011.json
크루셜텍,114120,00618401,2023,상폐기업,CFS,True,1,상폐기업,False,5,False,False,2024,2024-02-15,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\크루셜텍\2023\114120__크루셜텍__2023__11011.json
지스마트글로벌,114570,00673976,2021,상폐기업,OFS,True,1,상폐기업,False,6,False,False,2022,2022-02-23,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\지스마트글로벌\2021\114570__지스마트글로벌__2021__11011.json
한진해운,117930,00790501,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-03-07,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\한진해운\2016\117930__한진해운__2016__11011.json
전우정밀,120780,00673301,2020,상폐기업,,False,1,상폐기업,False,30,True,True,2021,2021-05-06,폐지사유: 분산요건 미달,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\전우정밀\2020\120780__전우정밀__2020__11011.json
썬텍,122800,00527880,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-02-12,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\썬텍\2019\122800__썬텍__2019__11011.json
파인넥스,123260,00671437,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-04-10,"폐지사유: 제28조제1항제9호에 따라 관리종목 지정 후 공시규정 제19조제1항에 따른 사업보고서 법정제출기한 내 미제출, 최근 2년간 3회 이상 공시규정 제19조제1항의 규정에 의한 사업보고서, 반기보고서 또는 분기보고서 법정제출기한 내 미제출",True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\파인넥스\2019\123260__파인넥스__2019__11011.json
뉴로스,126870,00638539,2021,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2022,2022-10-26,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\뉴로스\2021\126870__뉴로스__2021__11011.json
매직마이크로,127160,00806972,2021,상폐기업,CFS,True,1,상폐기업,False,24,False,True,2022,2022-09-22,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\매직마이크로\2021\127160__매직마이크로__2021__11011.json
화진,134780,00238977,2019,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2020,2020-07-02,폐지사유: 감사의견거절(감사범위제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\화진\2019\134780__화진__2019__11011.json
무송지오씨,135160,00657756,2022,상폐기업,,False,1,상폐기업,False,30,True,True,2023,2023-05-02,폐지사유: 발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\무송지오씨\2022\135160__무송지오씨__2022__11011.json
세종머티리얼즈,135270,00619020,2018,상폐기업,,False,1,상폐기업,False,30,True,True,2019,2019-10-02,폐지사유: 파산선고에 따른 해산사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\세종머티리얼즈\2018\135270__세종머티리얼즈__2018__11011.json
스마트솔루션즈,136510,00763358,2023,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2024,2024-07-25,폐지사유: 감사의견 거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\스마트솔루션즈\2023\136510__스마트솔루션즈__2023__11011.json
엘아이에스,138690,00670085,2022,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2023,2023-12-06,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\엘아이에스\2022\138690__엘아이에스__2022__11011.json
트러스제7호,140890,00865382,2018,상폐기업,OFS,True,1,상폐기업,False,28,False,True,2019,2019-05-07,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\트러스제7호\2018\140890__트러스제7호__2018__11011.json
디에스앤엘,141020,00812362,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-01-03,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\디에스앤엘\2023\141020__디에스앤엘__2023__11011.json
맥스로텍,141070,00678096,2020,상폐기업,OFS,True,1,상폐기업,False,3,False,False,2021,2021-09-16,폐지사유: 발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래정지,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\맥스로텍\2020\141070__맥스로텍__2020__11011.json
피엠디아카데미,144740,00835734,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-08-07,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2018.07.24限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\피엠디아카데미\2017\144740__피엠디아카데미__2017__11011.json
비디아이,148140,00610490,2023,상폐기업,CFS,True,1,상폐기업,False,6,False,False,2024,2024-06-07,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\비디아이\2023\148140__비디아이__2023__11011.json
모다,149940,00757816,2019,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2020,2020-07-10,폐지사유: 감사의견거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\모다\2019\149940__모다__2019__11011.json
피노텍,150440,00990262,2023,상폐기업,OFS,True,1,상폐기업,False,6,False,False,2024,2024-03-21,폐지사유: 외부감사인의 감사의견 의견거절,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\피노텍\2023\150440__피노텍__2023__11011.json
코리아오토글라스,152330,00351418,2019,상폐기업,OFS,True,1,상폐기업,False,5,False,False,2020,2020-12-18,폐지사유: 해산 사유 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\코리아오토글라스\2019\152330__코리아오토글라스__2019__11011.json
하이골드3호,153360,00905316,2021,상폐기업,CFS,True,1,상폐기업,False,7,False,False,2022,2022-04-11,폐지사유: 감사의견 부적정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하이골드3호\2021\153360__하이골드3호__2021__11011.json
지디,155960,00676122,2017,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2018,2018-10-12,폐지사유: 감사의견 거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\지디\2017\155960__지디__2017__11011.json
비앤에스미디어,156170,00974459,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-07-13,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2017.6.29限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\비앤에스미디어\2016\156170__비앤에스미디어__2016__11011.json
참존글로벌,158310,00923899,2021,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2022,2022-11-09,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\참존글로벌\2021\158310__참존글로벌__2021__11011.json
하이골드8호,159650,00930321,2019,상폐기업,CFS,True,1,상폐기업,False,8,False,False,2020,2020-04-27,폐지사유: 감사의견 부적정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하이골드8호\2019\159650__하이골드8호__2019__11011.json
THE MIDONG,161570,00945208,2023,상폐기업,CFS,True,1,상폐기업,False,6,False,False,2024,2024-06-17,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\THE_MIDONG\2023\161570__THE_MIDONG__2023__11011.json
디피코,163430,01072518,2023,상폐기업,,False,1,상폐기업,False,30,True,True,2024,2024-06-18,폐지사유: '22사업연도 감사의견 의견거절 및 '23사업연도 사업보고서 미제출,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\디피코\2023\163430__디피코__2023__11011.json
금오하이텍,165270,00659815,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-06-07,폐지사유: 최종부도 발생,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\금오하이텍\2016\165270__금오하이텍__2016__11011.json
에이치엔티,176440,00872452,2021,상폐기업,CFS,True,1,상폐기업,False,7,False,False,2022,2022-06-27,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\에이치엔티\2021\176440__에이치엔티__2021__11011.json
이즈미디어,181340,00861720,2023,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2024,2024-07-10,폐지사유: 감사범위 제한,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이즈미디어\2023\181340__이즈미디어__2023__11011.json
테라셈,182690,00411905,2021,상폐기업,CFS,True,1,상폐기업,False,5,False,False,2022,2022-10-17,폐지사유: 감사의견 거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\테라셈\2021\182690__테라셈__2021__11011.json
LPK로보틱스,183350,00989327,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-06-17,"폐지사유: 외부감사인의 감사의견 거절(감사범위 제한), 감사의견 한정(감사범위 제한)",True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\LPK로보틱스\2019\183350__LPK로보틱스__2019__11011.json
이푸른,185280,00893923,2015,상폐기업,,False,1,상폐기업,False,30,True,True,2016,2016-12-05,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2016.11.21限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\이푸른\2015\185280__이푸른__2015__11011.json
씨티네트웍스,189540,00961136,2019,상폐기업,,False,1,상폐기업,False,30,True,True,2020,2020-05-12,폐지사유: 감사의견 거절(계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\씨티네트웍스\2019\189540__씨티네트웍스__2019__11011.json
디피앤케이,189700,00632331,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-08-31,폐지사유: 지정자문인 선임계약 해지 후 30일이내 미체결(2017.08.17限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\디피앤케이\2016\189700__디피앤케이__2016__11011.json
파티게임즈,194510,00977696,2019,상폐기업,CFS,True,1,상폐기업,False,5,False,False,2020,2020-09-09,폐지사유: 감사의견거절(감사범위 제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\파티게임즈\2019\194510__파티게임즈__2019__11011.json
우성아이비,194610,01011562,2017,상폐기업,CFS,True,1,상폐기업,False,3,False,False,2018,2018-10-12,폐지사유: 감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\우성아이비\2017\194610__우성아이비__2017__11011.json
SY이노베이션,194860,00992312,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-04-12,폐지사유: 감사의견 거절(감사범위제한),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\SY이노베이션\2016\194860__SY이노베이션__2016__11011.json
퓨전,195440,01113949,2020,상폐기업,CFS,True,1,상폐기업,False,4,False,False,2021,2021-06-10,폐지사유: 감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\퓨전\2020\195440__퓨전__2020__11011.json
리드,197210,00601641,2019,상폐기업,CFS,True,1,상폐기업,False,0,False,False,2020,2020-05-14,폐지사유: 기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\리드\2019\197210__리드__2019__11011.json
(주)배터리솔루션,199870,00929778,2017,상폐기업,,False,1,상폐기업,False,30,True,True,2018,2018-03-28,폐지사유: 지정자문인 선임계약 해지후 30일이내 미체결(18.3.14限),True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\(주)배터리솔루션\2017\199870__(주)배터리솔루션__2017__11011.json
대우스팩2호,204440,01038161,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-05-29,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\대우스팩2호\2016\204440__대우스팩2호__2016__11011.json
케이티비스팩1호,204650,01043871,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-07-07,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\케이티비스팩1호\2016\204650__케이티비스팩1호__2016__11011.json
현대에이블스팩1호,204760,01041217,2016,상폐기업,,False,1,상폐기업,False,30,True,True,2017,2017-06-15,폐지사유: 상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\현대에이블스팩1호\2016\204760__현대에이블스팩1호__2016__11011.json
