기업명,종목코드,corp_code,연도,기업상태,selected_fs_div,has_data,raw_row_count,status_values,status_conflict,all_feature_null,event_year_Y,event_date,event_source,y_minus_1_excluded,is_positive_candidate,is_excluded_y_minus_1,is_excluded_event_or_after,target_future_delist,include_for_training,exclude_reason,source_file
도움,078610,00450728,2016,상폐기업,,False,1,상폐기업,False,True,2017,20170630,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\도움\2016\078610__도움__2016__11011.json
하이럭스,079340,00480844,2016,상폐기업,,False,1,상폐기업,False,True,2017,20170630,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\하이럭스\2016\079340__하이럭스__2016__11011.json
비에이치,090460,00447609,2022,상장기업,CFS,True,1,상장기업,False,False,2023,20230620,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\비에이치\2022\090460__비에이치__2022__11011.json
엠씨넥스,097520,00564562,2022,상장기업,CFS,True,1,상장기업,False,False,2023,20230227,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\엠씨넥스\2022\097520__엠씨넥스__2022__11011.json
SK오션플랜트,100090,00480367,2022,상장기업,CFS,True,1,상장기업,False,False,2023,20230419,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\SK오션플랜트\2022\100090__SK오션플랜트__2022__11011.json
우양에이치씨,101970,00450931,2024,상장기업,OFS,True,1,상장기업,False,False,2025,20250328,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\우양에이치씨\2024\101970__우양에이치씨__2024__11011.json
금강제강,105070,00579379,2016,상폐기업,,False,1,상폐기업,False,True,2017,20170630,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\금강제강\2016\105070__금강제강__2016__11011.json
LX세미콘,108320,00525934,2023,상장기업,CFS,True,1,상장기업,False,False,2024,20240322,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\LX세미콘\2023\108320__LX세미콘__2023__11011.json
PI첨단소재,178920,00767460,2022,상장기업,OFS,True,1,상장기업,False,False,2023,20230324,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\PI첨단소재\2022\178920__PI첨단소재__2022__11011.json
씨티네트웍스,189540,00961136,2019,상폐기업,,False,1,상폐기업,False,True,2020,20200512,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상폐기업\씨티네트웍스\2019\189540__씨티네트웍스__2019__11011.json
더블유게임즈,192080,01010110,2025,상장기업,CFS,True,1,상장기업,False,False,2026,20260319,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\더블유게임즈\2025\192080__더블유게임즈__2025__11011.json
EMB,278990,01117246,2025,상장기업,,False,1,상장기업,False,True,2026,20260202,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\EMB\2025\278990__EMB__2025__11011.json
이노벡스,279060,01353848,2024,상장기업,,False,1,상장기업,False,True,2025,20250102,Historical delisted stock code set (CSV + KRX) | event_year derived from company_master.modify_date,True,False,True,False,,False,excluded_y_minus_1,C:\kwoss_C\model_test\downloads\dart_financials\상장기업\이노벡스\2024\279060__이노벡스__2024__11011.json
