experiment,threshold,precision,recall,f1,tp,fp,fn,tn
baseline_single_year,0.5,0.0182370820668693,0.6,0.035398230088495575,6,323,4,1840
baseline_single_year,0.51,0.01875,0.6,0.03636363636363636,6,314,4,1849
baseline_single_year,0.52,0.019417475728155338,0.6,0.03761755485893417,6,303,4,1860
baseline_single_year,0.53,0.020066889632107024,0.6,0.038834951456310676,6,293,4,1870
baseline_single_year,0.54,0.020905923344947737,0.6,0.04040404040404041,6,281,4,1882
baseline_single_year,0.55,0.021739130434782608,0.6,0.04195804195804196,6,270,4,1893
baseline_single_year,0.56,0.022641509433962263,0.6,0.04363636363636364,6,259,4,1904
baseline_single_year,0.57,0.023809523809523808,0.6,0.04580152671755725,6,246,4,1917
baseline_single_year,0.58,0.02564102564102564,0.6,0.04918032786885246,6,228,4,1935
baseline_single_year,0.59,0.02654867256637168,0.6,0.05084745762711865,6,220,4,1943
baseline_single_year,0.6,0.027906976744186046,0.6,0.05333333333333334,6,209,4,1954
baseline_single_year,0.61,0.028985507246376812,0.6,0.055299539170506916,6,201,4,1962
baseline_single_year,0.62,0.02564102564102564,0.5,0.04878048780487805,5,190,5,1973
baseline_single_year,0.63,0.0213903743315508,0.4,0.04060913705583756,4,183,6,1980
baseline_single_year,0.64,0.022099447513812154,0.4,0.041884816753926704,4,177,6,1986
baseline_single_year,0.65,0.022857142857142857,0.4,0.043243243243243246,4,171,6,1992
baseline_single_year,0.66,0.024096385542168676,0.4,0.045454545454545456,4,162,6,2001
baseline_single_year,0.67,0.02531645569620253,0.4,0.047619047619047616,4,154,6,2009
baseline_single_year,0.68,0.02702702702702703,0.4,0.05063291139240506,4,144,6,2019
baseline_single_year,0.69,0.027972027972027972,0.4,0.05228758169934641,4,139,6,2024
baseline_single_year,0.7,0.029850746268656716,0.4,0.05555555555555555,4,130,6,2033
baseline_single_year,0.71,0.031007751937984496,0.4,0.05755395683453238,4,125,6,2038
baseline_single_year,0.72,0.032520325203252036,0.4,0.06015037593984962,4,119,6,2044
baseline_single_year,0.73,0.03361344537815126,0.4,0.06201550387596899,4,115,6,2048
baseline_single_year,0.74,0.035398230088495575,0.4,0.06504065040650407,4,109,6,2054
baseline_single_year,0.75,0.037037037037037035,0.4,0.06779661016949153,4,104,6,2059
baseline_single_year,0.76,0.038834951456310676,0.4,0.07079646017699115,4,99,6,2064
baseline_single_year,0.77,0.04040404040404041,0.4,0.07339449541284404,4,95,6,2068
baseline_single_year,0.78,0.042105263157894736,0.4,0.0761904761904762,4,91,6,2072
baseline_single_year,0.79,0.044444444444444446,0.4,0.08,4,86,6,2077
