model,selected_threshold,valid_recall,valid_precision,valid_f1,test_recall,test_precision,test_f1
logistic,0.97,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.23529411764705882,0.2222222222222222,0.22857142857142856
